,service_code,service_code_desc,add_date,resolution_date,service_due_date,service_order_date,priority,street_address,zipcode,ward
17,S0261,Parking Enforcement,2023/03/15 14:59:16+00,2023/03/15 16:16:36+00,2023/03/16 14:59:16+00,2023/03/15 14:59:16+00,1,1848 VERNON STREET NW,20009,1
18,S0336,Out of State Parking Violation (ROSA),2023/03/15 15:00:13+00,2023/03/16 07:01:07+00,2023/04/27 15:00:13+00,2023/03/15 15:00:13+00,1,3646 PARK PLACE NW,20010,1
19,S0261,Parking Enforcement,2023/03/15 15:06:11+00,2023/03/15 16:44:39+00,2023/03/16 15:06:11+00,2023/03/15 15:06:11+00,1,2908 P STREET SE,20020,7
20,S0261,Parking Enforcement,2023/03/15 15:08:42+00,2023/03/15 15:39:10+00,2023/03/16 15:08:42+00,2023/03/15 15:08:42+00,1,400 - 499 BLOCK OF O STREET NW,20001,2
21,S0261,Parking Enforcement,2023/03/15 15:11:09+00,2023/03/15 16:12:14+00,2023/03/16 15:11:09+00,2023/03/15 15:11:09+00,1,270 56TH STREET NE,20019,7
22,S0261,Parking Enforcement,2023/03/15 15:12:04+00,2023/03/15 17:18:32+00,2023/03/16 15:12:04+00,2023/03/15 15:12:04+00,1,126 56TH STREET SE,20019,7
23,S0261,Parking Enforcement,2023/03/15 15:55:27+00,2023/03/15 15:58:55+00,2023/03/16 15:55:26+00,2023/03/15 15:55:27+00,1,901 15TH STREET NW,20005,2
24,S0261,Parking Enforcement,2023/03/15 16:15:27+00,2023/03/15 16:56:27+00,2023/03/16 16:15:27+00,2023/03/15 16:15:27+00,1,1333 16TH STREET NW,20036,2
25,S0261,Parking Enforcement,2023/03/15 16:19:01+00,2023/03/15 16:34:03+00,2023/03/16 16:19:01+00,2023/03/15 16:19:01+00,1,3448 BROWN STREET NW,20010,1
26,S0261,Parking Enforcement,2023/03/15 16:28:48+00,2023/03/15 18:12:05+00,2023/03/16 16:28:48+00,2023/03/15 16:28:48+00,1,1000 RITTENHOUSE STREET NW,20011,4
27,S0261,Parking Enforcement,2023/03/15 17:48:08+00,2023/03/15 20:59:38+00,2023/03/16 17:48:08+00,2023/03/15 17:48:08+00,1,2201 I STREET NW,20037,2
28,S0261,Parking Enforcement,2023/03/15 17:50:19+00,2023/03/15 23:05:57+00,2023/03/16 17:50:19+00,2023/03/15 17:50:19+00,1,15TH STREET NW AND EMERSON STREET NW,20011,4
29,S0261,Parking Enforcement,2023/03/15 17:52:02+00,2023/03/15 21:23:44+00,2023/03/16 17:52:02+00,2023/03/15 17:52:02+00,1,2100 - 2199 BLOCK OF 4TH STREET NE,20002,5
30,S0261,Parking Enforcement,2023/03/15 18:06:31+00,2023/03/15 19:55:47+00,2023/03/16 18:06:31+00,2023/03/15 18:06:31+00,1,1111 I STREET NE,20002,6
31,S0261,Parking Enforcement,2023/03/15 18:07:38+00,2023/03/15 23:31:56+00,2023/03/16 18:07:38+00,2023/03/15 18:07:38+00,1,518 25TH PLACE NE,20002,7
32,S0261,Parking Enforcement,2023/03/15 18:16:40+00,2023/03/15 19:30:37+00,2023/03/16 18:16:40+00,2023/03/15 18:16:40+00,1,6803 CAMERON DRIVE NW,20012,4
33,S0261,Parking Enforcement,2023/03/15 18:33:15+00,2023/03/15 21:21:14+00,2023/03/16 18:33:15+00,2023/03/15 18:33:15+00,1,125 MICHIGAN AVENUE NE,20017,5
34,S0261,Parking Enforcement,2023/03/15 18:35:27+00,2023/03/15 23:41:31+00,2023/03/16 18:35:27+00,2023/03/15 18:35:27+00,1,901 W STREET NW,20001,1
35,S0261,Parking Enforcement,2023/03/15 18:38:55+00,2023/03/15 19:36:13+00,2023/03/16 18:38:55+00,2023/03/15 18:38:55+00,1,2228 NEW YORK AVENUE NE,20002,5
36,S0261,Parking Enforcement,2023/03/15 18:41:48+00,2023/03/15 20:32:30+00,2023/03/16 18:41:48+00,2023/03/15 18:41:48+00,1,1600 MARYLAND AVENUE NE,20002,5
37,S0261,Parking Enforcement,2023/03/15 19:03:56+00,2023/03/15 23:18:54+00,2023/03/16 19:03:56+00,2023/03/15 19:03:56+00,1,1725- 1799 BLOCK OF 31ST STREET SE,20020,7
38,S0261,Parking Enforcement,2023/03/15 19:08:36+00,2023/03/15 23:15:14+00,2023/03/16 19:08:36+00,2023/03/15 19:08:36+00,1,1679 W STREET SE,20020,8
39,S0261,Parking Enforcement,2023/03/15 19:18:38+00,2023/03/15 22:43:37+00,2023/03/16 19:18:38+00,2023/03/15 19:18:38+00,1,732 7TH STREET SE,20003,6
40,S0336,Out of State Parking Violation (ROSA),2023/03/15 04:02:07+00,2023/03/15 07:46:04+00,2023/04/26 04:02:07+00,2023/03/15 04:02:07+00,1,317  - 399 BLOCK OF SHEPHERD STREET NW,20011,4
41,S0336,Out of State Parking Violation (ROSA),2023/03/15 04:18:56+00,2023/03/15 07:21:33+00,2023/04/26 04:18:56+00,2023/03/15 04:18:56+00,1,219 TENNESSEE AVENUE NE,20002,6
42,S0336,Out of State Parking Violation (ROSA),2023/03/15 07:23:51+00,2023/03/15 08:41:36+00,2023/04/27 07:23:51+00,2023/03/15 07:23:51+00,1,3744 CAMDEN STREET SE,20020,7
43,S0336,Out of State Parking Violation (ROSA),2023/03/15 07:25:03+00,2023/03/15 08:41:36+00,2023/04/27 07:25:03+00,2023/03/15 07:25:03+00,1,3744 CAMDEN STREET SE,20020,7
44,S0336,Out of State Parking Violation (ROSA),2023/03/15 07:26:53+00,2023/03/15 08:41:36+00,2023/04/27 07:26:53+00,2023/03/15 07:26:53+00,1,3744 CAMDEN STREET SE,20020,7
45,S0261,Parking Enforcement,2023/03/15 10:34:16+00,2023/03/15 11:57:04+00,2023/03/16 10:34:16+00,2023/03/15 10:34:16+00,1,3318 IDAHO AVENUE NW,20016,3
46,S0261,Parking Enforcement,2023/03/15 10:49:59+00,2023/03/15 12:42:04+00,2023/03/16 10:49:59+00,2023/03/15 10:49:59+00,1,1412 I STREET NW,20005,2
47,S0261,Parking Enforcement,2023/03/15 11:25:12+00,2023/03/15 13:02:53+00,2023/03/16 11:25:12+00,2023/03/15 11:25:12+00,1,1227 4TH STREET NE,20002,6
48,S0261,Parking Enforcement,2023/03/15 11:25:25+00,2023/03/15 12:59:17+00,2023/03/16 11:25:25+00,2023/03/15 11:25:25+00,1,2107 WYOMING AVENUE NW,20008,2
49,S0261,Parking Enforcement,2023/03/15 11:40:18+00,2023/03/15 13:01:58+00,2023/03/16 11:40:18+00,2023/03/15 11:40:18+00,1,130 M STREET NE,20002,6
50,S0261,Parking Enforcement,2023/03/15 11:43:36+00,2023/03/15 12:30:04+00,2023/03/16 11:43:36+00,2023/03/15 11:43:36+00,1,2131 9TH STREET NW,20001,1
51,S0261,Parking Enforcement,2023/03/15 11:46:51+00,2023/03/15 12:28:56+00,2023/03/16 11:46:51+00,2023/03/15 11:46:51+00,1,3028 SHERMAN AVENUE NW,20001,1
52,S0261,Parking Enforcement,2023/03/15 11:48:27+00,2023/03/15 13:08:56+00,2023/03/16 11:48:27+00,2023/03/15 11:48:27+00,1,100 - 115 BLOCK OF RHODE ISLAND AVENUE NW,20001,5
53,S0261,Parking Enforcement,2023/03/15 11:50:01+00,2023/03/15 13:04:02+00,2023/03/16 11:50:01+00,2023/03/15 11:50:01+00,1,1300 - 1367 BLOCK OF TALBERT TERRACE SE,20020,8
54,S0261,Parking Enforcement,2023/03/15 11:50:55+00,2023/03/15 13:35:19+00,2023/03/16 11:50:55+00,2023/03/15 11:50:55+00,1,601 EDGEWOOD STREET NE,20017,5
55,S0261,Parking Enforcement,2023/03/15 11:51:55+00,2023/03/15 13:07:48+00,2023/03/16 11:51:55+00,2023/03/15 11:51:55+00,1,26 EVARTS STREET NE,20002,5
56,S0261,Parking Enforcement,2023/03/15 11:53:25+00,2023/03/15 12:27:35+00,2023/03/16 11:53:25+00,2023/03/15 11:53:25+00,1,3721 JENIFER STREET NW,20015,3
57,S0261,Parking Enforcement,2023/03/15 11:55:51+00,2023/03/15 12:14:33+00,2023/03/16 11:55:51+00,2023/03/15 11:55:51+00,1,204 53RD STREET NE,20019,7
58,S0261,Parking Enforcement,2023/03/15 11:58:18+00,2023/03/15 14:16:38+00,2023/03/16 11:58:18+00,2023/03/15 11:58:18+00,1,565 PENNSYLVANIA AVENUE NW,20001,6
59,S0261,Parking Enforcement,2023/03/15 12:03:08+00,2023/03/15 13:16:36+00,2023/03/16 12:03:08+00,2023/03/15 12:03:08+00,1,12 HAMILTON STREET NE,20011,5
60,S0261,Parking Enforcement,2023/03/15 12:05:03+00,2023/03/15 13:38:34+00,2023/03/16 12:05:03+00,2023/03/15 12:05:03+00,1,116 R STREET NE,20002,5
61,S0261,Parking Enforcement,2023/03/15 12:06:32+00,2023/03/15 13:39:24+00,2023/03/16 12:06:32+00,2023/03/15 12:06:32+00,1,122 R STREET NE,20002,5
62,S0261,Parking Enforcement,2023/03/15 12:08:38+00,2023/03/15 13:40:00+00,2023/03/16 12:08:38+00,2023/03/15 12:08:38+00,1,108 R STREET NE,20002,5
63,S0261,Parking Enforcement,2023/03/15 12:09:38+00,2023/03/15 14:36:57+00,2023/03/16 12:09:38+00,2023/03/15 12:09:38+00,1,2620 R STREET SE,20020,7
64,S0261,Parking Enforcement,2023/03/15 12:12:38+00,2023/03/15 13:08:21+00,2023/03/16 12:12:38+00,2023/03/15 12:12:38+00,1,2020 19TH STREET NW,20009,1
65,S0261,Parking Enforcement,2023/03/15 12:19:50+00,2023/03/15 15:26:33+00,2023/03/16 12:19:50+00,2023/03/15 12:19:50+00,1,1150 5TH STREET SE,20003,8
66,S0261,Parking Enforcement,2023/03/15 12:44:16+00,2023/03/15 14:14:10+00,2023/03/16 12:44:16+00,2023/03/15 12:44:16+00,1,1335 Q STREET NW,20009,2
67,S0261,Parking Enforcement,2023/03/15 12:45:50+00,2023/03/15 13:30:05+00,2023/03/16 12:45:50+00,2023/03/15 12:45:50+00,1,2620 BOWEN ROAD SE,20020,8
68,S0261,Parking Enforcement,2023/03/15 12:50:00+00,2023/03/15 13:32:32+00,2023/03/16 12:50:00+00,2023/03/15 12:50:00+00,1,51 RHODE ISLAND AVENUE NW,20001,5
69,S0261,Parking Enforcement,2023/03/15 12:56:03+00,2023/03/15 14:39:06+00,2023/03/16 12:56:03+00,2023/03/15 12:56:03+00,1,1050 21ST STREET NW,20036,2
70,S0261,Parking Enforcement,2023/03/15 12:56:45+00,2023/03/15 13:06:03+00,2023/03/16 12:56:45+00,2023/03/15 12:56:45+00,1,1516 GALES STREET NE,20002,7
71,S0261,Parking Enforcement,2023/03/15 12:59:36+00,2023/03/15 13:05:07+00,2023/03/16 12:59:36+00,2023/03/15 12:59:36+00,1,1900 M STREET NW,20036,2
72,S0261,Parking Enforcement,2023/03/15 13:00:44+00,2023/03/15 14:19:13+00,2023/03/16 13:00:44+00,2023/03/15 13:00:44+00,1,1407 CRITTENDEN STREET NW,20011,4
73,S0261,Parking Enforcement,2023/03/15 13:04:04+00,2023/03/15 13:06:44+00,2023/03/16 13:04:03+00,2023/03/15 13:04:04+00,1,1930 COLUMBIA ROAD NW,20009,1
74,S0261,Parking Enforcement,2023/03/15 13:05:40+00,2023/03/15 16:55:29+00,2023/03/16 13:05:40+00,2023/03/15 13:05:40+00,1,1333 16TH STREET NW,20036,2
75,S0261,Parking Enforcement,2023/03/15 13:06:20+00,2023/03/15 14:30:57+00,2023/03/16 13:06:19+00,2023/03/15 13:06:20+00,1,1400 - 1499 BLOCK OF MORSE STREET NE,20002,5
76,S0261,Parking Enforcement,2023/03/15 13:08:36+00,2023/03/15 14:16:13+00,2023/03/16 13:08:36+00,2023/03/15 13:08:36+00,1,4000 - 4199 BLOCK OF GRANT STREET NE,20019,7
77,S0261,Parking Enforcement,2023/03/15 13:08:40+00,2023/03/15 15:55:44+00,2023/03/16 13:08:40+00,2023/03/15 13:08:40+00,1,1500 - 1599 BLOCK OF ADAMS STREET NE,20018,5
78,S0261,Parking Enforcement,2023/03/15 13:08:45+00,2023/03/15 15:35:42+00,2023/03/16 13:08:45+00,2023/03/15 13:08:45+00,1,2420 14TH STREET NW,20009,1
79,S0261,Parking Enforcement,2023/03/15 13:09:14+00,2023/03/15 14:24:24+00,2023/03/16 13:09:14+00,2023/03/15 13:09:14+00,1,2200 - 2299 BLOCK OF 16TH STREET NE,20018,5
80,S0261,Parking Enforcement,2023/03/15 13:10:10+00,2023/03/15 14:25:23+00,2023/03/16 13:10:10+00,2023/03/15 13:10:10+00,1,1500 - 1599 BLOCK OF ADAMS STREET NE,20018,5
81,S0261,Parking Enforcement,2023/03/15 13:13:02+00,2023/03/15 15:40:22+00,2023/03/16 13:13:02+00,2023/03/15 13:13:02+00,1,1401 NEW YORK AVENUE NE,20002,5
82,S0261,Parking Enforcement,2023/03/15 13:13:25+00,2023/03/15 15:10:31+00,2023/03/16 13:13:25+00,2023/03/15 13:13:25+00,1,1648 NEWTON STREET NW,20010,1
83,S0261,Parking Enforcement,2023/03/15 13:14:00+00,2023/03/15 15:38:06+00,2023/03/16 13:14:00+00,2023/03/15 13:14:00+00,1,2424 14TH STREET NW,20009,1
84,S0261,Parking Enforcement,2023/03/15 13:16:45+00,2023/03/15 15:06:45+00,2023/03/16 13:16:45+00,2023/03/15 13:16:45+00,1,2000 - 2099 BLOCK OF 15TH STREET NW,20009,1
85,S0261,Parking Enforcement,2023/03/15 13:18:36+00,2023/03/15 15:07:39+00,2023/03/16 13:18:35+00,2023/03/15 13:18:36+00,1,2100 - 2199 BLOCK OF 15TH STREET NW,20009,1
86,S0261,Parking Enforcement,2023/03/15 13:21:01+00,2023/03/15 15:39:02+00,2023/03/16 13:21:01+00,2023/03/15 13:21:01+00,1,1500 - 1509 BLOCK OF V STREET NW,20009,1
87,S0261,Parking Enforcement,2023/03/15 13:22:50+00,2023/03/15 15:05:47+00,2023/03/16 13:22:50+00,2023/03/15 13:22:50+00,1,2000 - 2099 BLOCK OF 13TH STREET NW,20009,1
88,S0261,Parking Enforcement,2023/03/15 13:23:37+00,2023/03/15 13:30:39+00,2023/03/16 13:23:37+00,2023/03/15 13:23:37+00,1,20TH STREET NW AND M STREET NW,20036,2
89,S0261,Parking Enforcement,2023/03/15 13:24:44+00,2023/03/15 15:04:46+00,2023/03/16 13:24:44+00,2023/03/15 13:24:44+00,1,1200 - 1299 BLOCK OF V STREET NW,20009,1
90,S0261,Parking Enforcement,2023/03/15 13:25:51+00,2023/03/15 15:45:13+00,2023/03/16 13:25:51+00,2023/03/15 13:25:51+00,1,611 EDGEWOOD STREET NE,20017,5
91,S0261,Parking Enforcement,2023/03/15 13:26:39+00,2023/03/15 16:00:37+00,2023/03/16 13:26:39+00,2023/03/15 13:26:39+00,1,703 EDGEWOOD STREET NE,20017,5
92,S0261,Parking Enforcement,2023/03/15 13:27:51+00,2023/03/15 15:18:04+00,2023/03/16 13:27:51+00,2023/03/15 13:27:51+00,1,1309 5TH STREET NE,20002,5
93,S0261,Parking Enforcement,2023/03/15 13:33:50+00,2023/03/15 14:32:08+00,2023/03/16 13:33:50+00,2023/03/15 13:33:50+00,1,15TH STREET NW AND NEW YORK AVENUE NW,20005,2
94,S0261,Parking Enforcement,2023/03/15 13:34:18+00,2023/03/15 14:15:12+00,2023/03/16 13:34:18+00,2023/03/15 13:34:18+00,1,623 10TH STREET NE,20002,6
95,S0261,Parking Enforcement,2023/03/15 13:35:29+00,2023/03/15 16:02:45+00,2023/03/16 13:35:29+00,2023/03/15 13:35:29+00,1,1504 MONTELLO AVENUE NE,20002,5
96,S0261,Parking Enforcement,2023/03/15 13:36:23+00,2023/03/15 14:34:37+00,2023/03/16 13:36:23+00,2023/03/15 13:36:23+00,1,1101 6TH STREET NE,20002,6
97,S0261,Parking Enforcement,2023/03/15 13:38:28+00,2023/03/15 13:41:01+00,2023/03/16 13:38:28+00,2023/03/15 13:38:28+00,1,3618 S STREET NW,20007,2
98,S0261,Parking Enforcement,2023/03/15 13:40:11+00,2023/03/15 17:35:39+00,2023/03/16 13:40:11+00,2023/03/15 13:40:11+00,1,1900 - 1999 BLOCK OF S STREET NW,20009,2
99,S0261,Parking Enforcement,2023/03/15 13:43:17+00,2023/03/15 17:09:45+00,2023/03/16 13:43:17+00,2023/03/15 13:43:17+00,1,1266 NEW HAMPSHIRE AVENUE NW,20036,2
100,S0261,Parking Enforcement,2023/03/15 13:29:50+00,2023/03/15 14:03:05+00,2023/03/16 13:29:50+00,2023/03/15 13:29:50+00,1,1124 9TH STREET NW,20001,2
101,S0261,Parking Enforcement,2023/03/15 13:30:50+00,2023/03/15 15:30:05+00,2023/03/16 13:30:50+00,2023/03/15 13:30:50+00,1,3620 CONNECTICUT AVENUE NW,20008,3
102,S0261,Parking Enforcement,2023/03/15 13:31:29+00,2023/03/15 14:38:18+00,2023/03/16 13:31:29+00,2023/03/15 13:31:29+00,1,500 - 549 BLOCK OF 49TH PLACE NE,20019,7
103,S0261,Parking Enforcement,2023/03/15 13:44:17+00,2023/03/15 15:41:33+00,2023/03/16 13:44:17+00,2023/03/15 13:44:17+00,1,1500 NEAL STREET NE,20002,5
104,S0261,Parking Enforcement,2023/03/15 13:44:26+00,2023/03/15 14:21:58+00,2023/03/16 13:44:26+00,2023/03/15 13:44:26+00,1,4208 BENNING ROAD NE,20019,7
105,S0261,Parking Enforcement,2023/03/15 13:49:33+00,2023/03/15 17:37:14+00,2023/03/16 13:49:33+00,2023/03/15 13:49:33+00,1,1420 N STREET NW,20005,2
106,S0261,Parking Enforcement,2023/03/15 13:50:06+00,2023/03/15 14:43:43+00,2023/03/16 13:50:06+00,2023/03/15 13:50:06+00,1,2215 ADAMS PLACE NE,20018,5
107,S0261,Parking Enforcement,2023/03/15 13:52:09+00,2023/03/15 15:33:37+00,2023/03/16 13:52:09+00,2023/03/15 13:52:09+00,1,3 TINGEY SQUARE SE,20003,8
108,S0261,Parking Enforcement,2023/03/15 13:53:10+00,2023/03/15 15:48:24+00,2023/03/16 13:53:09+00,2023/03/15 13:53:10+00,1,307 56TH STREET NE,20019,7
109,S0261,Parking Enforcement,2023/03/15 13:56:10+00,2023/03/15 15:38:38+00,2023/03/16 13:56:10+00,2023/03/15 13:56:10+00,1,409 WARNER STREET NW,20001,2
110,S0336,Out of State Parking Violation (ROSA),2023/03/15 13:56:34+00,2023/03/16 07:00:24+00,2023/04/27 13:56:34+00,2023/03/15 13:56:34+00,1,1302 FAIRMONT STREET NW,20009,1
111,S0261,Parking Enforcement,2023/03/15 13:57:21+00,2023/03/15 14:46:01+00,2023/03/16 13:57:21+00,2023/03/15 13:57:21+00,1,RHODE ISLAND AVENUE NW AND NORTH CAPITOL STREET NW,20001,5
112,S0261,Parking Enforcement,2023/03/15 13:58:17+00,2023/03/15 16:18:37+00,2023/03/16 13:58:17+00,2023/03/15 13:58:17+00,1,1742 6TH STREET NW,20001,2
113,S0261,Parking Enforcement,2023/03/15 13:58:34+00,2023/03/15 17:56:46+00,2023/03/16 13:58:34+00,2023/03/15 13:58:34+00,1,151 Q STREET NE,20002,5
114,S0261,Parking Enforcement,2023/03/15 13:59:07+00,2023/03/15 15:00:05+00,2023/03/16 13:59:07+00,2023/03/15 13:59:07+00,1,2915 O STREET NW,20007,2
115,S0261,Parking Enforcement,2023/03/15 14:00:41+00,2023/03/15 15:09:08+00,2023/03/16 14:00:41+00,2023/03/15 14:00:41+00,1,610 WATER STREET SW,20024,6
116,S0261,Parking Enforcement,2023/03/15 14:02:31+00,2023/03/15 15:36:06+00,2023/03/16 14:02:31+00,2023/03/15 14:02:31+00,1,56 SEATON PLACE NW,20001,5
117,S0261,Parking Enforcement,2023/03/15 14:05:05+00,2023/03/15 15:42:33+00,2023/03/16 14:05:05+00,2023/03/15 14:05:05+00,1,1102 STAPLES STREET NE,20002,5
118,S0261,Parking Enforcement,2023/03/15 14:08:05+00,2023/03/15 16:05:27+00,2023/03/16 14:08:05+00,2023/03/15 14:08:05+00,1,100 - 299 BLOCK OF P STREET NW,20001,5
119,S0261,Parking Enforcement,2023/03/15 14:09:13+00,2023/03/15 15:35:41+00,2023/03/16 14:09:13+00,2023/03/15 14:09:13+00,1,1605 D STREET NE,20002,7
120,S0261,Parking Enforcement,2023/03/15 14:10:45+00,2023/03/15 15:01:20+00,2023/03/16 14:10:45+00,2023/03/15 14:10:45+00,1,33 N STREET NE,20002,6
121,S0261,Parking Enforcement,2023/03/15 14:11:41+00,2023/03/15 16:06:15+00,2023/03/16 14:11:41+00,2023/03/15 14:11:41+00,1,251 TENNESSEE AVENUE NE,20002,6
122,S0261,Parking Enforcement,2023/03/15 14:22:48+00,2023/03/15 16:06:10+00,2023/03/16 14:22:48+00,2023/03/15 14:22:48+00,1,3025 4TH STREET NE,20017,5
123,S0336,Out of State Parking Violation (ROSA),2023/03/15 14:24:24+00,2023/03/16 06:41:08+00,2023/04/27 14:24:24+00,2023/03/15 14:24:24+00,1,2609 MYRTLE AVENUE NE,20018,5
124,S0261,Parking Enforcement,2023/03/15 14:28:31+00,2023/03/15 14:57:04+00,2023/03/16 14:28:31+00,2023/03/15 14:28:31+00,1,3800 SOUTH CAPITOL STREET SE,20032,8
125,S0261,Parking Enforcement,2023/03/15 14:36:20+00,2023/03/15 16:35:34+00,2023/03/16 14:36:20+00,2023/03/15 14:36:20+00,1,1212 BUCHANAN STREET NE,20017,5
126,S0261,Parking Enforcement,2023/03/15 14:37:31+00,2023/03/15 15:48:05+00,2023/03/16 14:37:31+00,2023/03/15 14:37:31+00,1,1220 12TH STREET NW,20005,2
127,S0261,Parking Enforcement,2023/03/15 15:18:10+00,2023/03/15 15:54:39+00,2023/03/16 15:18:10+00,2023/03/15 15:18:10+00,1,3 TINGEY SQUARE SE,20003,8
128,S0261,Parking Enforcement,2023/03/15 15:22:03+00,2023/03/15 16:33:13+00,2023/03/16 15:22:03+00,2023/03/15 15:22:03+00,1,1400 - 1499 BLOCK OF MARYLAND AVENUE NE,20002,6
129,S0261,Parking Enforcement,2023/03/15 15:22:06+00,2023/03/15 16:34:26+00,2023/03/16 15:22:05+00,2023/03/15 15:22:06+00,1,1208 PENNSYLVANIA AVENUE SE,20003,6
130,S0261,Parking Enforcement,2023/03/15 15:23:45+00,2023/03/15 16:46:06+00,2023/03/16 15:23:45+00,2023/03/15 15:23:45+00,1,1200 19TH STREET NW,20036,2
131,S0261,Parking Enforcement,2023/03/15 15:24:39+00,2023/03/15 16:54:13+00,2023/03/16 15:24:39+00,2023/03/15 15:24:39+00,1,1360 BRYANT STREET NE,20018,5
132,S0261,Parking Enforcement,2023/03/15 15:27:10+00,2023/03/15 16:33:43+00,2023/03/16 15:27:10+00,2023/03/15 15:27:10+00,1,1212 PENNSYLVANIA AVENUE SE,20003,6
133,S0261,Parking Enforcement,2023/03/15 15:30:50+00,2023/03/15 16:03:04+00,2023/03/16 15:30:50+00,2023/03/15 15:30:50+00,1,1600  - 1699 BLOCK OF MADISON STREET NW,20011,4
134,S0261,Parking Enforcement,2023/03/15 15:32:21+00,2023/03/15 16:25:46+00,2023/03/16 15:32:21+00,2023/03/15 15:32:21+00,1,1217 E STREET SE,20003,6
135,S0261,Parking Enforcement,2023/03/15 15:33:36+00,2023/03/15 16:30:05+00,2023/03/16 15:33:36+00,2023/03/15 15:33:36+00,1,1627 4TH STREET NW,20001,5
136,S0261,Parking Enforcement,2023/03/15 15:35:00+00,2023/03/15 16:08:18+00,2023/03/16 15:35:00+00,2023/03/15 15:35:00+00,1,1401 17TH STREET NW,20036,2
137,S0261,Parking Enforcement,2023/03/15 15:42:26+00,2023/03/15 16:03:07+00,2023/03/16 15:42:26+00,2023/03/15 15:42:26+00,1,2041 MARTIN LUTHER KING JR AVENUE SE,20020,8
138,S0261,Parking Enforcement,2023/03/15 15:43:08+00,2023/03/15 16:51:58+00,2023/03/16 15:43:08+00,2023/03/15 15:43:08+00,1,2213 14TH STREET NW,20009,1
139,S0261,Parking Enforcement,2023/03/15 16:01:08+00,2023/03/15 16:54:04+00,2023/03/16 16:01:08+00,2023/03/15 16:01:08+00,1,1519 WISCONSIN AVENUE NW,20007,2
140,S0261,Parking Enforcement,2023/03/15 16:01:30+00,2023/03/15 17:23:43+00,2023/03/16 16:01:30+00,2023/03/15 16:01:30+00,1,1700 - 1713 BLOCK OF 22ND STREET SE,20020,8
