X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD,DETAILS,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-76.9651279754566,38.8785760535529,10725765,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 16:46:16+00,2023/04/06 18:51:04+00,2023/04/03 16:46:16+00,2023/03/15 16:46:16+00,,,,Closed,,23-00125110,Standard,2930 K STREET SE,403026.04,134526.79,38.8785686,-76.9651257,WASHINGTON,DC,20019,42980,7,,,{F6F4500B-21C6-1793-E053-792F520ADC89},,,,
-76.9783175164089,38.9383142855273,10725837,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:44:40+00,2023/04/07 19:09:19+00,2023/04/03 18:44:40+00,2023/03/15 18:44:40+00,,,,Closed,,23-00125515,Standard,19TH STREET NE AND RANDOLPH STREET NE,401880.0100157,141157.86702273,38.93830649,-76.97831524,WASHINGTON,DC,20018,902673,5,,,{F6F5FD3C-C65A-3370-E053-792F520A19C2},,,,
-77.0082320259263,38.9179285975019,10725838,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:46:10+00,2023/03/17 17:51:04+00,2023/04/03 18:46:10+00,2023/03/15 18:46:10+00,,,,Closed,,23-00125518,Standard,19 V STREET NE,399286.3,138894.69,38.91792114,-77.00822974,WASHINGTON,DC,20002,54476,5,,,{F6F5FD3C-C65B-3370-E053-792F520A19C2},,,,
-77.0268783627762,38.9441910526851,10725997,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:53:29+00,2023/03/17 15:27:07+00,2023/04/03 18:53:29+00,2023/03/15 18:53:29+00,,,,Closed,,23-00125551,Standard,1011 WEBSTER STREET NW,397670.11,141810.36,38.94418359,-77.02687607,WASHINGTON,DC,20011,252630,4,,,{F6F5FD3C-C66A-3370-E053-792F520A19C2},,,,
-76.9824570676987,38.8938823909965,10726031,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 20:08:58+00,2023/04/03 14:51:06+00,2023/04/03 20:08:58+00,2023/03/15 20:08:58+00,,,,Closed,,23-00125795,Standard,316 16TH STREET NE,401522.07,136225.48,38.89387494,-76.98245479,WASHINGTON,DC,20002,39262,7,,,{F6F70968-5C01-20C8-E053-792F520A2FBF},,,,
-77.000101773534,38.9011488636393,10726049,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 20:23:16+00,2023/03/16 15:21:06+00,2023/04/03 20:23:16+00,2023/03/15 20:23:16+00,,,,Closed,,23-00125829,Standard,411 I STREET NE,399991.37,137031.97,38.90114141,-77.00009949,WASHINGTON,DC,20002,26780,6,,,{F6F73F04-1E8E-5B1D-E053-792F520A11EA},,,,
-76.9871881257743,38.8993155907196,10726060,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 21:04:53+00,2023/04/10 13:38:03+00,2023/04/03 21:04:52+00,2023/03/15 21:04:53+00,,,,Closed,,23-00125893,Standard,1325 LINDEN COURT NE,401111.56,136828.54,38.89930814,-76.98718585,WASHINGTON,DC,20002,306466,6,,,{F6F7DFFE-BE85-5F63-E053-792F520A06E7},,,,
-76.9916573304674,38.8638475338071,10726080,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 21:39:45+00,2023/03/21 17:03:05+00,2023/04/03 21:39:45+00,2023/03/15 21:39:45+00,,,,Closed,,23-00125941,Standard,1131 CHICAGO STREET SE,400724.24,132891.27,38.86384009,-76.99165505,WASHINGTON,DC,20020,73183,8,,,{F6F84B47-6A1B-0A4D-E053-792F520A9BAF},,,,
-76.9855059583377,38.8981280919831,10726127,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 00:40:09+00,2023/03/16 16:27:09+00,2023/04/04 00:40:09+00,2023/03/16 00:40:09+00,,,,Closed,,23-00126117,Standard,600 - 699 BLOCK OF 14TH STREET NE,401257.49999999,136696.740007,38.8981203,-76.98550368,WASHINGTON,DC,20002,801279,6,,,{F6FACF0C-B85F-77A8-E053-792F520A5373},,,,
-76.9745886788318,38.844132455935,10726340,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 20:32:33+00,2023/03/29 16:12:06+00,2023/04/03 20:32:33+00,2023/03/15 20:32:33+00,,,,Closed,,23-00125848,Standard,2010 MISSISSIPPI AVENUE SE,402206.2,130703.03,38.84412501,-76.97458641,WASHINGTON,DC,20020,52942,8,,,{F6F774AB-BB4D-3E5B-E053-782F520AA203},,,,
-77.0245003180662,38.9266397101732,10726360,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 21:20:18+00,2023/03/27 14:39:11+00,2023/04/03 21:20:18+00,2023/03/15 21:20:18+00,,,,Closed,,23-00125910,Standard,745 GRESHAM PLACE NW,397875.74,139861.95,38.92663225,-77.02449803,WASHINGTON,DC,20001,232607,1,,,{F6F8159C-6792-3551-E053-782F520AFBFE},,,,
-76.929160090728,38.8842549717166,10726361,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 21:20:58+00,2023/03/28 17:36:05+00,2023/04/03 21:20:58+00,2023/03/15 21:20:58+00,,,,Closed,,23-00125911,Standard,5037 CALL PLACE SE,406146.48,135159,38.88424752,-76.92915783,WASHINGTON,DC,20019,14417,7,,,{F6F8159C-6793-3551-E053-782F520AFBFE},,,,
-76.9860799091559,38.9047452511953,10726390,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 21:57:04+00,2023/03/17 18:03:05+00,2023/04/03 21:57:04+00,2023/03/15 21:57:04+00,,,,Closed,,23-00125970,Standard,1272 OATES STREET NE,401207.6,137431.29,38.9047378,-76.98607763,WASHINGTON,DC,20002,69162,5,,,{F6F880F1-F1E9-0C09-E053-782F520AB345},,,,
-77.0434376697095,38.9118765345476,10726413,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 22:26:07+00,2023/03/22 15:51:48+00,2023/04/03 22:26:07+00,2023/03/15 22:26:07+00,,,,Closed,,23-00126008,Standard,CORCORAN STREET NW AND 19TH STREET NW,396232.87500246,138223.72452399,38.91186874,-77.04343537,WASHINGTON,DC,20009,910887,2,,,{F6F8EC2C-5133-2F58-E053-782F520A85CE},,,,
-77.042652266302,38.9120199214122,10726440,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 23:31:24+00,2023/03/22 15:51:06+00,2023/04/03 23:31:24+00,2023/03/15 23:31:24+00,,,,Closed,,23-00126081,Standard,1833 CORCORAN STREET NW,396301,138239.61,38.91201247,-77.04264997,WASHINGTON,DC,20009,226532,2,,,{F6F9F865-DB67-6141-E053-782F520A47B5},,,,
-76.9947158357726,38.893276874789,10727322,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 12:43:33+00,2023/03/20 13:38:56+00,2023/04/04 12:43:33+00,2023/03/16 12:43:33+00,,,,Closed,,23-00126382,Standard,243 8TH STREET NE,400458.61,136158.13,38.89326942,-76.99471355,WASHINGTON,DC,20002,47152,6,,,{F704DDE9-F5D6-451D-E053-782F520A95C2},,,,
-77.0060607586045,38.918370318693,10727333,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 13:04:11+00,2023/03/17 17:57:11+00,2023/04/04 13:04:11+00,2023/03/16 13:04:11+00,,,,Closed,,23-00126449,Standard,118 V STREET NE,399474.6,138943.71,38.91836253,-77.00605847,WASHINGTON,DC,20002,72531,5,,,{F7054931-E2F7-244C-E053-782F520AF05E},,,,
-77.0783976187541,38.9394621906156,10727339,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 13:06:14+00,2023/03/22 14:06:06+00,2023/04/04 13:06:13+00,2023/03/16 13:06:14+00,,,,Closed,,23-00126458,Standard,3800 39TH STREET NW,393203.45,141287.99,38.93945473,-77.07839531,WASHINGTON,DC,20016,223309,3,,,{F7054931-E2FD-244C-E053-782F520AF05E},,,,
-76.9488523479848,38.8624069940153,10727386,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 13:44:53+00,2023/03/16 16:12:15+00,2023/04/04 13:44:53+00,2023/03/16 13:44:53+00,,,,Closed,,23-00126613,Standard,3906 SOUTHERN AVENUE SE,404439.28,132732.57,38.86239955,-76.94885008,WASHINGTON,DC,20020,145276,7,,,{F705EA22-C37A-2998-E053-782F520A01D6},,,,
-76.9746114006547,38.9409075948906,10727489,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 14:58:46+00,2023/04/07 19:09:09+00,2023/04/04 14:58:46+00,2023/03/16 14:58:46+00,,,,Closed,,23-00126880,Standard,2106 TAYLOR STREET NE,402201.24,141445.83,38.94090013,-76.97460912,WASHINGTON,DC,20018,51731,5,,,{F706C0B3-71D5-753D-E053-782F520AF9F9},,,,
-76.9512330588695,38.9232714607927,10727509,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 15:13:00+00,2023/04/10 13:16:28+00,2023/04/04 15:13:00+00,2023/03/16 15:13:00+00,,,,Closed,,23-00126925,Standard,3801 COMMODORE JOSHUA BARNEY DRIVE NE,404229.05,139488.89,38.92326367,-76.95123079,WASHINGTON,DC,20018,309566,5,,,{F706F658-0A31-0130-E053-782F520A8713},,,,
-76.9977557830767,38.9403789309335,10727561,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 16:00:51+00,2023/03/17 18:00:05+00,2023/04/04 16:00:51+00,2023/03/16 16:00:51+00,,,,Closed,,23-00127087,Standard,3500 - 3899 BLOCK OF JOHN MCCORMACK ROAD NE,400194.76,141386.840007,38.94037113,-76.9977535,WASHINGTON,DC,20017,812153,5,,,{F707CCEC-ECEA-23BD-E053-782F520ABAB3},,,,
-77.0202573244879,38.8829581205193,10727580,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 16:11:06+00,2023/03/30 17:30:05+00,2023/04/04 16:11:05+00,2023/03/16 16:11:06+00,,,,Closed,,23-00127122,Standard,501 6TH STREET SW,398242.58,135012.85,38.88295034,-77.02025504,WASHINGTON,DC,20024,335598,6,,,{F707CCEC-ECFD-23BD-E053-782F520ABAB3},,,,
-76.9396752870018,38.870626755657,10727658,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 13:33:08+00,2023/04/06 14:36:04+00,2023/04/04 13:33:08+00,2023/03/16 13:33:08+00,,,,Closed,,23-00126572,Standard,4325 BARKER STREET SE,405235.15,133645.51,38.87061931,-76.93967302,WASHINGTON,DC,20019,146870,7,,,{F705B481-D9F3-2741-E053-792F520A148D},,,,
-77.0202573244879,38.8829581205193,10727739,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 16:14:06+00,2023/03/30 17:30:05+00,2023/04/04 16:14:06+00,2023/03/16 16:14:06+00,,,,Closed (Duplicate),,23-00127134,Standard,501 6TH STREET SW,398242.58,135012.85,38.88295034,-77.02025504,WASHINGTON,DC,20024,335598,6,,,{F70802A6-ABDE-52EE-E053-792F520AB4B3},,,,
-76.9741972349512,38.8948734909234,10727864,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 17:06:03+00,2023/03/29 17:09:05+00,2023/04/04 17:06:03+00,2023/03/16 17:06:03+00,,,,Closed,,23-00127329,Standard,200 - 299 BLOCK OF OKLAHOMA AVENUE NE,402238.58999999,136335.670007,38.8948657,-76.97419496,WASHINGTON,DC,20019,814485,7,,,{F7094476-C09E-2F7E-E053-792F520A3505},,,,
-76.9741972349512,38.8948734909234,10727870,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 17:47:03+00,2023/03/21 16:18:05+00,2023/04/04 17:47:02+00,2023/03/16 17:47:03+00,,,,Closed,,23-00127452,Standard,200 - 299 BLOCK OF OKLAHOMA AVENUE NE,402238.58999999,136335.670007,38.8948657,-76.97419496,WASHINGTON,DC,20019,814485,7,,,{F7094476-C0A4-2F7E-E053-792F520A3505},,,,
-77.030720209424,38.9677487038873,10727947,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 17:24:07+00,2023/03/22 17:36:04+00,2023/04/04 17:24:07+00,2023/03/16 17:24:07+00,,,,Closed,,23-00127381,Standard,1321 TUCKERMAN STREET NW,397337.94,144425.58,38.96774124,-77.03071791,WASHINGTON,DC,20011,257458,4,,,{F708D91F-7302-40C2-E053-782F520AD532},,,,
-77.0279130216955,38.9658343445223,10727999,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 18:57:03+00,2023/03/22 15:45:05+00,2023/04/04 18:57:03+00,2023/03/16 18:57:03+00,,,,Closed,,23-00127691,Standard,6228 GEORGIA AVENUE NW,397581.15,144212.99,38.96582688,-77.02791073,WASHINGTON,DC,20011,253205,4,,,{F70A1B02-DEF6-3FDC-E053-782F520A1441},,,,
-76.9765307204817,38.8521191153421,10728017,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 19:27:00+00,2023/04/13 17:36:59+00,2023/04/04 19:27:00+00,2023/03/16 19:27:00+00,,,,Closed,,23-00127848,Standard,3121 20TH STREET SE,402037.38,131589.56,38.85211167,-76.97652845,WASHINGTON,DC,20020,40012,8,,,{F70A864D-5663-7C47-E053-782F520A6760},,,,
-77.0131167785382,38.8719009743101,10728032,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 19:46:57+00,2023/03/17 16:27:05+00,2023/04/04 19:46:57+00,2023/03/16 19:46:57+00,,,,Closed,,23-00127913,Standard,124 P STREET SW,398861.95,133785.31,38.87189353,-77.01311449,WASHINGTON,DC,20024,276447,6,,,{F70AF196-D101-4822-E053-782F520A3523},,,,
-76.9997711016968,38.8405512999162,10728038,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 19:48:56+00,2023/04/06 18:00:06+00,2023/04/04 19:48:56+00,2023/03/16 19:48:56+00,,,,Closed,,23-00127922,Standard,3337 5TH STREET SE,400020.07,130305.19,38.84054386,-76.99976882,WASHINGTON,DC,20032,35938,8,,,{F70AF196-D107-4822-E053-782F520A3523},,,,
-77.0274565610864,38.9368258279565,10728069,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 20:08:46+00,2023/03/17 14:15:05+00,2023/04/04 20:08:46+00,2023/03/16 20:08:46+00,,,,Closed,,23-00127973,Standard,1002 QUEBEC PLACE NW,397619.74,140992.77,38.93681837,-77.02745427,WASHINGTON,DC,20010,230117,4,,,{F70B273B-D657-3FDE-E053-782F520AE68A},,,,
-77.0256265621314,38.9301133446542,10728112,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 23:30:47+00,2023/03/27 14:24:04+00,2023/04/04 23:30:47+00,2023/03/16 23:30:47+00,,,,Closed,,23-00128287,Standard,761 KENYON STREET NW,397778.19,140247.58,38.93010555,-77.02562427,WASHINGTON,DC,20010,232975,1,,,{F70E162B-C298-4279-E053-782F520A24FD},,,,
-77.0082964763278,38.951549019184,10728149,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/17 00:53:16+00,,2023/04/05 00:53:16+00,2023/03/17 00:53:16+00,,,,Open,,23-00128357,Standard,5018 ROCK CREEK CHURCH ROAD NE,399281.05,142626.85,38.95154122,-77.00829419,WASHINGTON,DC,20011,302310,5,,,{F70F2263-CF19-1CCF-E053-782F520A3902},,,,
-77.0087415651467,38.9525662909703,10728186,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/17 02:13:02+00,2023/03/17 17:42:05+00,2023/04/05 02:13:02+00,2023/03/17 02:13:02+00,,,,Closed,,23-00128409,Standard,5101 NORTH CAPITOL STREET NE,399242.48,142739.78,38.95255883,-77.00873928,WASHINGTON,DC,20011,13565,5,,,{F7102ED4-1002-46D6-E053-782F520AC6E9},,,,
-76.9546366133668,38.886812846606,10728240,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 18:24:13+00,2023/04/07 15:30:07+00,2023/04/04 18:24:13+00,2023/03/16 18:24:13+00,,,,Closed,,23-00127576,Standard,36TH STREET SE AND CROFFUT PLACE SE,403935.9200016,135441.53700141,38.88680506,-76.95463434,WASHINGTON,DC,20019,904188,7,,,{F709AFC0-DC17-46F7-E053-792F520A10CA},,,,
-76.9770853220632,38.8714802122086,10728243,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 18:24:52+00,2023/03/21 13:36:05+00,2023/04/04 18:24:52+00,2023/03/16 18:24:52+00,,,,Closed,,23-00127580,Standard,1516 19TH STREET SE,401988.7,133738.77,38.87147276,-76.97708305,WASHINGTON,DC,20020,61942,8,,,{F709AFC0-DC1A-46F7-E053-792F520A10CA},,,,
-76.983439648072,38.8635814498312,10728260,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 19:12:33+00,2023/03/21 17:12:05+00,2023/04/04 19:12:33+00,2023/03/16 19:12:33+00,,,,Closed,,23-00127772,Standard,1509 W STREET SE,401437.44,132861.83,38.863574,-76.98343737,WASHINGTON,DC,20020,150048,8,,,{F70A50B1-0BD2-239C-E053-792F520AA4E6},,,,
-77.0439478459533,38.9308174756977,10728346,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 20:48:19+00,2023/03/27 16:45:05+00,2023/04/04 20:48:19+00,2023/03/16 20:48:19+00,,,,Closed,,23-00128062,Standard,3132 19TH STREET NW,396189.64,140326.35,38.93081002,-77.04394555,WASHINGTON,DC,20010,233297,1,,,{F70BC833-3958-2A7C-E053-792F520AD078},,,,
-76.9259060054699,38.8917368196261,10728360,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 20:58:05+00,2023/03/27 15:39:13+00,2023/04/04 20:58:05+00,2023/03/16 20:58:05+00,,,,Closed,,23-00128081,Standard,53RD STREET NE AND BLAINE STREET NE,406428.14000391,135989.76701792,38.89172903,-76.92590375,WASHINGTON,DC,20019,902498,7,,,{F70BC833-3966-2A7C-E053-792F520AD078},,,,
-77.0102261316444,38.8224859081613,10728408,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/16 21:32:39+00,2023/03/20 16:09:06+00,2023/04/04 21:32:39+00,2023/03/16 21:32:39+00,,,,Closed,,23-00128154,Standard,4660 MARTIN LUTHER KING JR AVENUE SW,399112.18,128299.86,38.82247814,-77.01022385,WASHINGTON,DC,20032,18525,8,,,{F70C6917-289D-2F4B-E053-792F520AF6C7},,,,
