X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD,DETAILS,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0175515760437,38.9085797060488,10724518,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 15:08:42+00,2023/03/15 15:39:10+00,2023/03/16 15:08:42+00,2023/03/15 15:08:42+00,,,,Closed,,23-00124767,Standard,400 - 499 BLOCK OF O STREET NW,398477.88999999,137857.000007,38.90857192,-77.01754929,WASHINGTON,DC,20001,803178,2,,,{F6F2D87E-391C-7F8A-E053-782F520AED12},,,,
-76.9213893800495,38.8929368729848,10724524,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 15:11:09+00,2023/03/15 16:12:14+00,2023/03/16 15:11:09+00,2023/03/15 15:11:09+00,,,,Closed,,23-00124775,Standard,270 56TH STREET NE,406819.86,136123.31,38.89292942,-76.92138712,WASHINGTON,DC,20019,45380,7,,,{F6F2D87E-3922-7F8A-E053-782F520AED12},,,,
-76.9208520330362,38.8868703572516,10724525,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 15:12:04+00,2023/03/15 17:18:32+00,2023/03/16 15:12:04+00,2023/03/15 15:12:04+00,,,,Closed,,23-00124777,Standard,126 56TH STREET SE,406867.06,135449.92,38.8868629,-76.92084977,WASHINGTON,DC,20019,69387,7,,,{F6F2D87E-3923-7F8A-E053-782F520AED12},,,,
-77.033119626435,38.9016304396607,10724543,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 15:55:27+00,2023/03/15 15:58:55+00,2023/03/16 15:55:26+00,2023/03/15 15:55:27+00,,,,Closed,,23-00124926,Standard,901 15TH STREET NW,397127.34,137085.95,38.90162299,-77.03311733,WASHINGTON,DC,20005,218779,2,,,{F6F3796F-ECA8-1362-E053-782F520A4D54},,,,
-77.0361185811428,38.9085721982934,10724554,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 16:15:27+00,2023/03/15 16:56:27+00,2023/03/16 16:15:27+00,2023/03/15 16:15:27+00,,,,Closed,,23-00125002,Standard,1333 16TH STREET NW,396867.51,137856.64,38.90856474,-77.03611629,WASHINGTON,DC,20036,242315,2,,,{F6F3E4BB-06ED-4F2C-E053-782F520A8327},,,,
-77.0372238912497,38.9352430693018,10724559,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 16:19:01+00,2023/03/15 16:34:03+00,2023/03/16 16:19:01+00,2023/03/15 16:19:01+00,,,,Closed,,23-00125014,Standard,3448 BROWN STREET NW,396772.85,140817.37,38.93523561,-77.03722159,WASHINGTON,DC,20010,234077,1,,,{F6F3E4BB-06F2-4F2C-E053-782F520A8327},,,,
-77.0280663255335,38.9648350227132,10724577,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 16:28:48+00,2023/03/15 18:12:05+00,2023/03/16 16:28:48+00,2023/03/15 16:28:48+00,,,,Closed,,23-00125046,Standard,1000 RITTENHOUSE STREET NW,397567.83,144102.06,38.96482756,-77.02806403,WASHINGTON,DC,20011,259674,4,,,{F6F3E4BB-0704-4F2C-E053-782F520A8327},,,,
-77.0490699137686,38.9009185733382,10724615,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 17:48:08+00,2023/03/15 20:59:38+00,2023/03/16 17:48:08+00,2023/03/15 17:48:08+00,,,,Closed,,23-00125320,Standard,2201 I STREET NW,395743.74,137007.55,38.90091112,-77.04906762,WASHINGTON,DC,20037,310098,2,,,{F6F5269D-C20E-5D0F-E053-782F520A7306},,,,
-77.0345257556052,38.9497473072396,10724619,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 17:50:19+00,2023/03/15 23:05:57+00,2023/03/16 17:50:19+00,2023/03/15 17:50:19+00,,,,Closed,,23-00125328,Standard,15TH STREET NW AND EMERSON STREET NW,397007.39001117,142427.37700789,38.94973951,-77.03452346,WASHINGTON,DC,20011,901136,4,,,{F6F5269D-C212-5D0F-E053-782F520A7306},,,,
-77.000571003945,38.9186493724641,10724622,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 17:52:02+00,2023/03/15 21:23:44+00,2023/03/16 17:52:02+00,2023/03/15 17:52:02+00,,,,Closed,,23-00125334,Standard,2100 - 2199 BLOCK OF 4TH STREET NE,399950.67999999,138974.670007,38.91864158,-77.00056872,WASHINGTON,DC,20002,802951,5,,,{F6F5269D-C215-5D0F-E053-782F520A7306},,,,
-76.9910292851452,38.9011369887279,10724640,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:06:31+00,2023/03/15 19:55:47+00,2023/03/16 18:06:31+00,2023/03/15 18:06:31+00,,,,Closed,,23-00125382,Standard,1111 I STREET NE,400778.34,137030.69,38.90112953,-76.991027,WASHINGTON,DC,20002,74125,6,,,{F6F55C3D-4B74-4487-E053-782F520AA253},,,,
-76.9718640844419,38.8966561586594,10724644,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:07:38+00,2023/03/15 23:31:56+00,2023/03/16 18:07:38+00,2023/03/15 18:07:38+00,,,,Closed,,23-00125388,Standard,518 25TH PLACE NE,402440.93,136533.62,38.8966487,-76.97186181,WASHINGTON,DC,20002,11979,7,,,{F6F55C3D-4B78-4487-E053-782F520AA253},,,,
-77.028316753959,38.9730640823452,10724650,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:16:40+00,2023/03/15 19:30:37+00,2023/03/16 18:16:40+00,2023/03/15 18:16:40+00,,,,Closed,,23-00125412,Standard,6803 CAMERON DRIVE NW,397546.41,145015.57,38.97305628,-77.02831446,WASHINGTON,DC,20012,319481,4,,,{F6F591E2-445C-497B-E053-782F520AA85A},,,,
-77.0042850459787,38.9274860991153,10724668,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:33:15+00,2023/03/15 21:21:14+00,2023/03/16 18:33:15+00,2023/03/15 18:33:15+00,,,,Closed,,23-00125468,Standard,125 MICHIGAN AVENUE NE,399628.64,139955.63,38.92747864,-77.00428276,WASHINGTON,DC,20017,285983,5,,,{F6F5C78E-2B79-236E-E053-782F520A3E5C},,,,
-77.0240502324596,38.9192007306218,10724673,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:35:27+00,2023/03/15 23:41:31+00,2023/03/16 18:35:27+00,2023/03/15 18:35:27+00,,,,Closed,,23-00125477,Standard,901 W STREET NW,397914.55,139036.15,38.91919294,-77.02404794,WASHINGTON,DC,20001,316871,1,,,{F6F5C78E-2B7E-236E-E053-782F520A3E5C},,,,
-76.9734437127935,38.9177319210988,10724675,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:38:55+00,2023/03/15 19:36:13+00,2023/03/16 18:38:55+00,2023/03/15 18:38:55+00,,,,Closed,,23-00125486,Standard,2228 NEW YORK AVENUE NE,402303.22,138873.16,38.91772413,-76.97344144,WASHINGTON,DC,20002,286743,5,,,{F6F5C78E-2B80-236E-E053-782F520A3E5C},,,,
-76.9808198315722,38.9017010333273,10724680,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 18:41:48+00,2023/03/15 20:32:30+00,2023/03/16 18:41:48+00,2023/03/15 18:41:48+00,,,,Closed,,23-00125505,Standard,1600 MARYLAND AVENUE NE,401663.92,137093.44,38.90169358,-76.98081755,WASHINGTON,DC,20002,307668,5,,,{F6F5C78E-2B85-236E-E053-782F520A3E5C},,,,
-76.9639077328532,38.8681016126484,10724686,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 19:03:56+00,2023/03/15 23:18:54+00,2023/03/16 19:03:56+00,2023/03/15 19:03:56+00,,,,Closed,,23-00125581,Standard,1725- 1799 BLOCK OF 31ST STREET SE,403132.38,133364.090007,38.86809383,-76.96390546,WASHINGTON,DC,20020,808179,7,,,{F6F632D9-1AF3-53D1-E053-782F520A5B17},,,,
-76.98025349991,38.8627419104721,10724689,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 19:08:36+00,2023/03/15 23:15:14+00,2023/03/16 19:08:36+00,2023/03/15 19:08:36+00,,,,Closed,,23-00125588,Standard,1679 W STREET SE,401713.98,132768.69,38.86273446,-76.98025122,WASHINGTON,DC,20020,58054,8,,,{F6F632D9-1AF6-53D1-E053-782F520A5B17},,,,
-76.9959420246735,38.880226031222,10724703,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 19:18:38+00,2023/03/15 22:43:37+00,2023/03/16 19:18:38+00,2023/03/15 19:18:38+00,,,,Closed,,23-00125616,Standard,732 7TH STREET SE,400352.3,134709.38,38.88021858,-76.99593974,WASHINGTON,DC,20003,78340,6,,,{F6F66874-B234-2B0F-E053-782F520ACC5B},,,,
-77.0165909755671,38.9399931205908,10725025,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 04:02:07+00,2023/03/15 07:46:04+00,2023/04/26 04:02:07+00,2023/03/15 04:02:07+00,,,,Closed,,23-00123998,Standard,317  - 399 BLOCK OF SHEPHERD STREET NW,398561.83999999,141344.140007,38.93998533,-77.01658868,WASHINGTON,DC,20011,805380,4,,,{F6E9A028-B21A-6EFF-E053-792F520A4A86},,,,
-76.9875161079394,38.8926805136513,10725028,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 04:18:56+00,2023/03/15 07:21:33+00,2023/04/26 04:18:56+00,2023/03/15 04:18:56+00,,,,Closed,,23-00124001,Standard,219 TENNESSEE AVENUE NE,401083.21,136091.99,38.89267306,-76.98751383,WASHINGTON,DC,20002,50846,6,,,{F6E9D5C9-2D36-6C5A-E053-792F520A8C5A},,,,
-76.952503346245,38.8615674199409,10725031,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 07:23:51+00,2023/03/15 08:41:36+00,2023/04/27 07:23:51+00,2023/03/15 07:23:51+00,,,,Closed,,23-00124018,Standard,3744 CAMDEN STREET SE,404122.46,132639.2,38.86155964,-76.95250108,WASHINGTON,DC,20020,30916,7,,,{F6EC5987-3213-0AC1-E053-792F520AA373},,,,
-76.952503346245,38.8615674199409,10725032,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 07:25:03+00,2023/03/15 08:41:36+00,2023/04/27 07:25:03+00,2023/03/15 07:25:03+00,,,,Closed (Duplicate),,23-00124019,Standard,3744 CAMDEN STREET SE,404122.46,132639.2,38.86155964,-76.95250108,WASHINGTON,DC,20020,30916,7,,,{F6EC5987-3214-0AC1-E053-792F520AA373},,,,
-76.952503346245,38.8615674199409,10725033,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 07:26:53+00,2023/03/15 08:41:36+00,2023/04/27 07:26:53+00,2023/03/15 07:26:53+00,,,,Closed (Duplicate),,23-00124021,Standard,3744 CAMDEN STREET SE,404122.46,132639.2,38.86155964,-76.95250108,WASHINGTON,DC,20020,30916,7,,,{F6EC5987-3215-0AC1-E053-792F520AA373},,,,
-77.0751557633954,38.9343705757137,10725037,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 10:34:16+00,2023/03/15 11:57:04+00,2023/03/16 10:34:16+00,2023/03/15 10:34:16+00,,,,Closed,,23-00124031,Standard,3318 IDAHO AVENUE NW,393484.04,140722.54,38.93436278,-77.07515345,WASHINGTON,DC,20016,327632,3,,,{F6EF12F1-7578-7DAB-E053-792F520ABC59},,,,
-77.0327588999732,38.900875280568,10725347,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 10:49:59+00,2023/03/15 12:42:04+00,2023/03/16 10:49:59+00,2023/03/15 10:49:59+00,,,,Closed,,23-00124037,Standard,1412 I STREET NW,397158.6,137002.11,38.90086783,-77.03275661,WASHINGTON,DC,20005,279140,2,,,{F6EF488E-1490-38AE-E053-792F520AC2D7},,,,
-77.0001947076799,38.906730169353,10725355,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:25:12+00,2023/03/15 13:02:53+00,2023/03/16 11:25:12+00,2023/03/15 11:25:12+00,,,,Closed,,23-00124053,Standard,1227 4TH STREET NE,399983.31,137651.54,38.90672238,-77.00019242,WASHINGTON,DC,20002,306605,6,,,{F6EFB3E2-4BE6-06D4-E053-792F520A40A2},,,,
-77.0479716612248,38.9177962563416,10725356,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:25:25+00,2023/03/15 12:59:17+00,2023/03/16 11:25:25+00,2023/03/15 11:25:25+00,,,,Closed,,23-00124054,Standard,2107 WYOMING AVENUE NW,395839.99,138881.06,38.9177888,-77.04796936,WASHINGTON,DC,20008,234983,2,,,{F6EFB3E2-4BE7-06D4-E053-792F520A40A2},,,,
-77.004968465258,38.9059077815944,10725364,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:40:18+00,2023/03/15 13:01:58+00,2023/03/16 11:40:18+00,2023/03/15 11:40:18+00,,,,Closed,,23-00124066,Standard,130 M STREET NE,399569.25,137560.26,38.90590033,-77.00496618,WASHINGTON,DC,20002,303694,6,,,{F6EFE980-447D-237E-E053-792F520A18F0},,,,
-77.0236661026902,38.9187864259006,10725367,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:43:36+00,2023/03/15 12:30:04+00,2023/03/16 11:43:36+00,2023/03/15 11:43:36+00,,,,Closed,,23-00124068,Standard,2131 9TH STREET NW,397947.85,138990.15,38.91877863,-77.02366381,WASHINGTON,DC,20001,284242,1,,,{F6F01F23-9111-3DA6-E053-792F520A08B5},,,,
-77.026478065562,38.9286071452109,10725370,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:46:51+00,2023/03/15 12:28:56+00,2023/03/16 11:46:51+00,2023/03/15 11:46:51+00,,,,Closed,,23-00124073,Standard,3028 SHERMAN AVENUE NW,397704.31,140080.4,38.92859969,-77.02647577,WASHINGTON,DC,20001,231250,1,,,{F6F01F23-9114-3DA6-E053-792F520A08B5},,,,
-77.012410728789,38.9156534441106,10725372,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:48:27+00,2023/03/15 13:08:56+00,2023/03/16 11:48:27+00,2023/03/15 11:48:27+00,,,,Closed,,23-00124075,Standard,100 - 115 BLOCK OF RHODE ISLAND AVENUE NW,398923.88,138642.170007,38.91564565,-77.01240844,WASHINGTON,DC,20001,803964,5,,,{F6F01F23-9116-3DA6-E053-792F520A08B5},,,,
-76.9911196344127,38.8606484243031,10725373,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:50:01+00,2023/03/15 13:04:02+00,2023/03/16 11:50:01+00,2023/03/15 11:50:01+00,,,,Closed,,23-00124076,Standard,1300 - 1367 BLOCK OF TALBERT TERRACE SE,400770.94,132536.150007,38.86064064,-76.99111736,WASHINGTON,DC,20020,807710,8,,,{F6F01F23-9117-3DA6-E053-792F520A08B5},,,,
-76.9974999432729,38.9239075967543,10725374,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:50:55+00,2023/03/15 13:35:19+00,2023/03/16 11:50:55+00,2023/03/15 11:50:55+00,,,,Closed,,23-00124077,Standard,601 EDGEWOOD STREET NE,400216.99,139558.38,38.92390014,-76.99749766,WASHINGTON,DC,20017,289571,5,,,{F6F01F23-9118-3DA6-E053-792F520A08B5},,,,
-77.0077791326704,38.9247104561554,10725375,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:51:55+00,2023/03/15 13:07:48+00,2023/03/16 11:51:55+00,2023/03/15 11:51:55+00,,,,Closed,,23-00124078,Standard,26 EVARTS STREET NE,399325.64,139647.53,38.924703,-77.00777685,WASHINGTON,DC,20002,46107,5,,,{F6F01F23-9119-3DA6-E053-792F520A08B5},,,,
-77.0712278847214,38.9592497732341,10725378,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:53:25+00,2023/03/15 12:27:35+00,2023/03/16 11:53:25+00,2023/03/15 11:53:25+00,,,,Closed,,23-00124081,Standard,3721 JENIFER STREET NW,393826.75,143484.08,38.95924231,-77.07122558,WASHINGTON,DC,20015,275278,3,,,{F6F01F23-911C-3DA6-E053-792F520A08B5},,,,
-76.9260804231106,38.8920549528339,10725380,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/15 11:55:51+00,2023/03/15 12:14:33+00,2023/03/16 11:55:51+00,2023/03/15 11:55:51+00,,,,Closed,,23-00124083,Standard,204 53RD STREET NE,406412.98,136025.07,38.8920475,-76.92607816,WASHINGTON,DC,20019,52365,7,,,{F6F01F23-911E-3DA6-E053-792F520A08B5},,,,
